"C3L-02544-06","C3N-00518-01","C3L-00770-11","C3L-00586-03","93e30fd5-e57e-4503-a175-863c7d","C3L-00586-13","C3N-01179-05","C3N-01179-01","C3L-00583-06","C3N-03490-06","C3L-00981-06","C3L-02169-07","C3N-04176-09","C3N-01858-11","C3L-00136-13","C3N-01761-05","C3L-02809-04","C3L-01951-01","C3N-01505-01","C3N-03008-11"
48,37,76,65,42,26,26,58,43,41,59,51,70,78,48,71,51,45,70,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,6,2,4,4,0,3,2,2,5,3,5,19,29,2,9,9,29,5
27,26,84,25,21,72,13,56,21,35,16,15,25,346,82,29,12,33,36,257
0,0,27,0,0,9,0,0,0,0,2,0,1,97,29,0,1,1,0,32
25,1,2,4,19,1,3,9,20,7,13,1,10,264,7,2,2,17,167,1
0,0,4,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1
15,6,7,2,23,2,10,7,28,2,13,1,2,3,38,8,11,11,12,0
0,6,13,1,9,2,1,8,0,4,0,4,2,6,2,4,6,23,17,2
72,71,17,27,103,8,52,113,124,76,85,93,128,37,20,314,87,203,118,13
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,16,6,4,8,0,16,1,5,1,15,10,15,7,5,7,8,32,37
0,1,0,0,0,0,0,6,0,0,0,1,3,6,0,0,0,6,0,0
536,3,1,0,2,0,392,1,404,0,436,0,0,0,0,0,2,32,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,3,8,2,1,9,14,13,20,9,8,3,26,0,9,1,21,5,2
1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,22,4,0,0
2,10,0,1,2,0,15,105,4,35,8,4,30,6,4,36,2,142,12,1
5,39,0,21,3,20,1,43,1,0,1,0,19,8,0,0,62,57,0,3
0,0,1,2,0,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0
25,21,21,35,30,9,7,38,14,48,22,25,34,19,8,45,21,31,20,1
37,142,324,40,75,15,20,40,28,13,22,48,47,314,52,37,28,50,112,31
5,0,0,0,0,0,3,1,5,0,4,0,3,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2,2,0,0,0,1,0,0,0,0,0,1,0,0,20,0,1,0,0,0
44,23,16,21,72,20,20,35,83,20,111,43,43,76,56,24,28,75,29,19
7,1,6,1,0,0,5,11,5,4,9,0,2,7,0,3,1,2,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
1,1,4,0,2,0,0,10,2,2,0,0,0,0,0,0,13,1,0,0
0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2,12,1,4,1,1,1,47,7,3,0,0,0,3,0,0,2,77,24,0
8,2,5,2,0,2,4,5,1,17,9,1,0,21,0,1,3,0,5,37
1,0,3,0,0,0,0,0,2,0,1,0,0,0,5,0,2,0,1,0
2,2,9,3,4,3,0,1,0,3,1,6,0,26,27,1,0,1,1,48
93,74,203,105,108,106,57,108,117,111,91,65,142,160,82,155,76,299,59,124
3,4,20,3,3,1,6,2,1,1,2,5,6,5,19,0,3,0,0,6
75,3,9,1,2,3,56,0,129,2,38,3,3,3,3,0,1,0,10,9
139,68,104,179,153,66,78,162,97,159,134,102,182,58,55,296,107,135,130,90
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0
43,6,84,25,0,22,42,205,32,42,29,12,13,3,51,68,1,110,11,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,0,10,0,1,1,0,2,1,0,0,11,0,0,2,1,0
11,26,33,13,42,27,6,32,6,20,9,53,109,40,37,38,12,29,18,41
18,12,45,35,35,46,14,28,24,17,25,30,30,97,20,21,46,17,25,56
1,13,10,0,0,3,0,14,0,7,0,1,3,6,5,1,1,1,0,5
16,12,82,32,63,23,14,28,17,32,28,21,31,40,23,30,16,34,34,30
1,0,33,11,4,38,2,2,3,1,3,58,123,31,78,1,0,8,8,23
9,22,43,20,4,1,13,22,12,17,8,16,13,0,18,17,5,3,18,20
6,0,0,0,0,0,3,25,3,1,13,1,1,0,0,1,5,71,2,0
0,0,1,0,2,2,0,0,0,1,0,1,1,6,1,0,1,0,0,0
1,4,7,1,1,3,2,3,2,1,1,3,10,1,4,7,0,0,3,8
0,0,15,8,0,0,0,2,0,2,0,0,0,2,3,0,0,1,0,0
620,30,1,1,1,1,620,4,629,0,643,0,1,0,0,0,271,2,0,0
10,16,21,8,16,5,9,31,8,10,10,22,14,47,13,37,15,31,15,7
24,23,21,9,30,5,27,121,16,159,14,12,12,77,65,6,11,30,20,26
68,62,15,66,50,9,59,131,86,50,70,43,90,28,21,75,87,93,51,23
0,2,0,6,0,0,0,0,0,13,0,0,0,0,0,0,4,2,3,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,22,1,12,17,3,7,27,18,16,12,13,20,0,0,9,17,13,64,4
0,0,3,0,0,0,0,0,0,1,0,0,2,3,2,0,1,1,2,0
7,1,32,14,11,4,8,6,4,10,6,10,11,21,20,7,1,23,10,8
229,16,45,26,25,17,124,149,201,51,228,46,33,54,71,33,44,142,34,6
9,9,14,1,8,3,4,5,8,1,20,6,2,0,9,7,5,7,5,2
46,10,15,11,4,6,15,54,30,53,10,41,60,40,8,788,6,51,34,0
13,33,10,98,9,13,13,80,20,33,48,12,19,11,19,59,19,102,47,24
13,39,4,12,17,3,4,12,21,30,7,11,14,15,10,8,163,14,8,56
16,1,20,18,7,8,7,16,7,5,11,3,3,24,23,4,2,8,8,10
27,32,75,315,156,89,23,49,31,15,38,26,59,90,72,10,50,24,37,19
4,4,0,0,0,1,1,3,2,0,0,0,1,0,1,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,0,1,0,0,4,2,6,1,12,0,0,0,5,6,1,4,0,0
44,73,139,72,346,43,38,75,44,59,51,70,115,18,61,81,36,57,81,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,0,10,0,0,0,0,1,0,0,43,4,0,1,2,0,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1207,0,0,1,12,0,0,0,0,0,2
255,295,479,281,274,203,191,414,234,184,151,165,268,266,345,343,227,311,340,169
0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
0,1,0,0,3,0,1,0,1,0,0,3,0,13,0,0,0,0,0,0
200,116,194,173,408,55,100,299,175,150,196,69,185,111,429,125,101,240,236,30
10,5,75,18,13,38,4,12,4,6,9,5,12,54,28,8,16,8,7,30
46,32,166,44,41,41,21,29,11,37,55,46,62,64,74,47,23,54,30,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,34,138,71,46,47,37,51,37,28,31,36,48,73,42,49,65,42,34,93
658,36,0,0,3,0,408,8,443,5,746,0,0,8,0,88,12,430,1,1
79,57,89,38,78,40,50,50,66,87,64,46,115,312,61,256,140,78,97,337
15,21,57,35,31,37,5,17,9,82,18,15,17,7,30,17,24,17,12,16
20,165,33,20,84,7,8,55,17,35,20,56,121,29,35,67,80,142,62,109
36,3,1,0,6,1,27,4,47,1,49,6,7,19,19,4,2,16,39,0
9,5,4,0,0,0,2,0,9,3,15,4,0,0,0,212,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,2,2,0,8,0,0,1,0,1,0,0,5,0,0,5,2,0,1,0
28,31,19,16,14,6,15,44,24,56,22,14,40,32,36,102,18,25,9,22
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,9,0,0,4,0,0,0,0,1,1,0,2,6,0,0,0,0,8
0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,2
1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,1,0,1,2,0,1,0,1,1,0,0,0,0,3,7,0
0,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0
3,0,3,0,0,2,0,3,3,6,3,5,12,1,3,26,0,1,1,0
3,2,0,0,4,2,1,0,0,0,2,0,2,23,0,0,29,0,0,0
6,4,7,3,6,1,6,6,1,1,3,5,9,4,6,13,1,7,5,8
0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
13,16,40,64,24,30,17,12,11,11,18,13,22,17,59,23,24,14,23,17
3,10,0,11,0,9,1,0,0,1,0,2,15,2,15,2,12,1,0,1
75,3,3,6,97,2,57,7,34,6,61,5,0,73,5,0,1,17,8,10
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,1,0,0,0,2,1,1,1,1,1,0,0,0,2,1
1,0,0,0,2,0,0,0,1,0,4,0,0,4,0,0,1,1,1,0
2,0,0,1,0,0,2,3,1,0,1,2,2,0,0,0,0,4,0,0
97,128,372,215,132,253,68,106,106,102,87,116,234,335,203,150,97,108,74,321
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
3,0,0,0,1,0,6,9,2,1,3,0,2,0,0,1,2,4,3,0
1,0,1,0,0,0,1,0,1,0,3,0,0,6,6,0,0,0,0,0
212,55,185,71,69,72,117,340,183,38,239,20,57,42,51,56,17,302,59,13
3,1,11,2,6,3,1,5,1,0,9,5,10,10,5,0,1,2,1,8
1,0,3,2,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1
0,13,0,2,1,0,7,16,1,64,4,9,25,55,0,6,14,12,114,0
303,120,425,109,104,129,218,273,245,35,231,30,64,49,154,60,90,174,106,73
76,18,35,2,14,1,40,18,51,10,77,8,21,58,3,34,15,11,16,3
13,9,23,21,20,10,8,24,14,13,9,18,35,11,12,19,12,28,9,9
0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0
6,14,23,17,29,5,9,22,22,9,13,4,7,34,13,15,15,16,18,16
4,4,0,1,3,0,2,7,1,8,1,4,8,8,0,12,2,2,0,0
4791,9017,2396,18304,6680,1327,2796,14598,4436,10298,4273,4505,5706,1104,896,10422,8169,8447,5368,795
15,42,22,22,28,6,4,49,11,2,4,5,24,16,10,9,79,39,58,3
6,10,48,703,262,37,6,24,158,423,139,16,12,141,63,23,5,17,22,70
22,5,49,16,27,21,10,25,30,18,14,12,22,36,35,17,5,9,3,19
20,18,56,27,28,12,14,33,15,10,21,19,31,2,22,47,14,22,20,10
62,169,442,170,150,63,21,124,30,30,38,250,197,40,101,103,157,119,77,56
497,341,863,283,389,242,404,864,449,372,436,308,472,521,740,459,240,694,428,144
0,0,2,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,41,92,44,27,55,4,12,10,86,14,45,45,294,87,29,41,50,69,168
9,1,26,13,6,21,0,7,1,3,8,7,0,76,23,0,2,10,5,49
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
52,48,111,28,243,22,24,81,53,70,50,27,65,202,475,29,103,97,1038,107
2,2,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,14,1,15,11,2,1,1,0,6,8,20,39,4,1,20,1,3,25
1,0,1,1,1,1,1,18,1,1,0,5,5,0,0,0,2,6,50,0
0,0,10,0,0,1,0,3,0,0,0,0,0,3,3,0,0,1,1,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,2,11,4,2,6,3,6,2,12,8,30,0,0,7,3,5,13,0
391,1254,2313,1843,906,1370,265,693,389,330,290,370,646,1429,1053,735,1323,853,1046,647
16,141,33,42,18,13,5,45,7,59,6,51,53,81,33,75,130,67,112,25
3,18,24,1,114,1,5,5,2,96,6,7,15,85,3,15,27,11,94,34
112,46,5,231,22,32,65,3,40,11,66,68,124,9,8,1,124,2,0,0
6,1,0,1,2,1,0,0,2,1,3,1,2,0,0,2,1,6,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,104,14,5,15,2,17,9,13,17,13,29,71,15,281,105,70,24,3,6
2,0,20,7,1,19,1,4,0,4,3,1,1,63,16,0,1,0,4,64
0,12,77,9,62,13,2,11,1,6,0,14,28,30,23,1,14,13,3,33
0,0,0,0,2,0,5,19,11,8,3,0,0,2,0,0,0,7,13,3
1,0,7,3,0,8,0,0,0,2,0,2,0,14,8,0,0,0,0,17
87,55,96,134,5,36,64,49,80,5,101,10,28,24,11,80,191,26,1,7
0,1,5,2,0,2,0,0,0,1,0,0,0,7,1,0,1,0,0,5
4,3,47,3,9,11,5,1,3,1,7,0,2,14,38,2,3,1,0,11
1,1,2,10,5,2,1,2,0,2,2,3,0,10,2,0,0,10,3,3
16,19,49,40,28,11,5,9,7,15,21,13,20,8,27,14,13,14,10,13
0,9,0,5,1,0,1,4,0,28,0,0,0,12,0,0,6,0,4,5
2,1,0,1,0,0,4,0,2,1,4,0,0,0,1,0,0,0,2,0
28,8,24,23,51,16,12,14,7,19,11,2,18,0,31,7,2,18,38,10
1063,732,4265,1191,1969,774,809,1048,1010,681,1034,939,1414,921,2348,1386,636,845,946,652
0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0
0,0,0,0,0,0,1,2,2,0,0,1,0,0,4,0,0,20,0,0
2,4,40,47,2,10,2,6,1,1,4,3,0,27,24,0,0,6,2,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
43,61,75,114,58,51,13,37,38,36,28,47,71,73,20,41,103,35,32,75
2,3,1,16,6,6,0,9,0,0,0,8,5,6,18,1,4,24,39,7
69,4,62,6,8,0,36,1,24,2,41,0,1,0,3,0,29,0,0,2
20,2,23,18,13,3,13,21,19,8,6,15,9,5,1,7,2,80,7,0
10,0,9,4,5,1,10,12,6,12,6,8,23,0,10,23,0,4,13,0
0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,1,2,4,0,1,2,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
9,8,7,15,9,5,0,5,2,6,9,8,4,10,6,12,13,10,6,21
2,0,1,4,2,0,1,3,2,4,6,14,8,7,2,1,11,1,25,8
6,5,25,159,84,75,11,7,18,114,16,283,533,23,27,183,8,4,51,1
9,2,32,37,19,20,11,4,9,22,3,2,2,27,4,7,3,10,13,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0
0,1,3,1,1,1,0,1,0,1,1,1,1,6,5,9,0,0,4,13
4,0,4,22,4,6,3,10,0,9,0,35,3,1,3,10,4,4,1,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,14,10,7,32,1,21,12,30,11,22,8,11,7,17,20,11,9,45,10
0,1,21,9,4,3,0,1,0,1,0,0,0,7,10,2,0,1,0,3
2,23,6,4,3,1,1,13,2,4,1,1,30,5,3,47,8,16,15,0
10,2,17,15,9,1,6,4,10,25,4,1,5,4,6,11,5,8,10,0
101,27,103,65,70,22,68,87,51,30,82,39,83,20,15,64,43,54,50,8
40,2,1,1,0,0,30,1,69,11,32,6,16,3,1,1,0,0,5,3
2,0,0,0,0,0,4,0,2,0,7,0,0,0,0,0,0,0,0,0
0,1,4,6,4,0,0,0,0,38,0,1,2,0,5,2,1,1,1,0
2,1,4,2,1,1,1,4,0,1,4,3,1,8,6,2,0,2,2,8
8,3,28,17,17,7,3,12,6,12,9,9,16,23,42,21,16,10,15,8
4,0,0,2,18,0,0,0,2,1,1,0,0,0,0,0,1,1,0,1
5,0,0,1,1,0,0,2,0,1,1,4,0,1,0,0,2,0,2,0
0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,1,0,0,0,41,0,0,0,0,0,1,0,0
60,33,229,55,29,63,53,39,48,99,67,38,60,77,72,54,29,65,15,86
6,492,5,2,159,7,290,140,509,367,453,183,3,359,10,3,388,802,352,15
1,0,16,4,1,11,0,6,5,3,4,2,3,10,10,2,1,4,3,8
1,0,9,0,0,2,0,0,0,8,3,3,0,3,3,1,2,1,2,4
0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0
61,18,14,3,163,3,111,20,130,265,129,623,1424,136,0,833,40,11,20,4
66,73,131,78,86,43,63,61,61,76,83,50,128,37,16,94,93,139,107,19
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,2,0,2,5,2,0,0,119,2,0,1,0,1,1
7,11,0,18,11,0,6,9,5,143,3,15,6,0,5,108,10,4,14,0
0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,1,0
1,1,0,1,0,0,0,0,0,2,0,0,3,0,7,1,1,0,3,0
0,0,0,1,0,0,0,8,1,4,1,0,4,6,0,0,2,4,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,14,5,2,17,0,1,1,2,2,0,0,48,27,5,0,2,3,24
0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,2,0,2
54,3,1,0,0,0,75,11,116,0,2,0,0,0,0,0,0,73,0,0
3,0,5,5,1,0,3,1,0,2,2,2,3,10,1,0,1,0,2,10
4,0,2,2,0,4,5,2,4,0,7,0,0,0,0,0,0,2,2,0
3,1,16,2,8,0,0,0,1,0,0,0,1,6,4,2,0,1,2,0
1,2,4,5,1,3,2,9,2,3,2,2,1,8,0,3,0,3,4,0
84,33,13,25,14,21,27,10,6,1,52,5,57,0,8,2,116,5,0,3
0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
12,5,135,12,16,38,17,11,19,6,22,16,17,35,71,21,18,20,8,47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,66,67,208,323,90,12,53,21,99,22,16,23,139,52,35,114,56,214,155
1,0,10,4,0,2,2,10,16,14,4,1,2,3,1,5,0,10,5,1
0,0,0,1,0,0,0,1,1,9,0,1,0,8,0,0,1,0,1,0
0,0,2,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0
16,97,26,23,28,9,6,29,10,11,6,32,31,55,2,10,33,27,9,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,0,0,2,0,1,2,0,2,1,4,21,0,0,5,6,2,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,19,126,111,23,98,58,78,55,30,58,29,59,74,79,94,32,86,77,36
1,1,1,1,0,1,0,2,0,0,2,0,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6,5,1,0,3,0,3,5,5,2,1,1,5,2,2,2,1,12,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,3,0,0,0,26,1,18,0,30,24,24,0,0,0,0,0,31,1
0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,1,0
0,5,0,3,6,0,0,3,0,5,1,3,3,0,6,8,0,1,7,2
1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
33,5,14,7,24,0,46,10,41,7,71,8,22,12,18,5,0,12,36,9
2,4,0,2,0,0,5,2,1,2,1,0,1,0,0,0,1,3,5,0
41,52,93,101,116,30,30,69,44,63,42,48,42,1,38,71,18,80,26,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2
4,1,0,1,4,0,15,18,24,0,21,0,0,0,0,0,6,14,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,0,0,6,0,14,300,63,1,37,4,0,25,0,0,6,273,11,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,1,1,6,1,0,2,1,2,0,0,3,0,1,8,4
3,7,2,5,33,4,4,23,8,6,9,6,6,0,7,18,20,21,29,0
1,0,2,0,0,0,0,0,2,0,1,7,2,12,1,0,0,2,1,0
0,1,45,6,116,1,0,0,1,4,2,77,102,1,67,6,0,1,3,0
0,1,0,3,1,0,0,0,0,0,0,0,0,13,9,1,0,0,0,4
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
221,324,112,251,280,38,106,226,194,301,157,165,239,57,43,270,190,240,483,55
505,145,351,378,143,153,374,538,492,266,611,124,165,221,218,383,115,444,188,214
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,9,2,2,4,1,9,1,4,1,0,4,5,0,2,5,4,2,7
29,117,195,228,87,175,44,65,54,32,26,70,101,251,132,87,106,142,128,186
13,5,29,15,3,11,20,17,44,9,28,5,6,1,24,6,2,3,2,5
27,62,59,49,53,55,32,88,23,56,23,27,47,105,64,40,41,68,55,52
16,21,10,39,16,13,12,16,21,12,27,19,29,24,22,29,26,5,26,9
64,18,25,14,53,25,34,3,22,8,79,39,78,81,14,6,30,12,12,10
1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0
31,37,32,53,49,25,20,38,19,32,26,43,59,24,18,45,44,43,49,80
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,1,0,1,3,0,3,2,2,1,0,7,0,2,0,2,3,6,5
94,62,134,84,50,55,58,100,101,63,76,48,207,53,123,74,32,81,114,35
0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,3
56,23,87,41,29,42,26,39,61,19,44,32,90,38,16,36,21,31,43,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,5,2821,30,59,1009,84,59,81,32,583,31,8,3821,4344,13,3,57,41,2814
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,14,8,3,2,12,17,8,2,7,0,12,0,4,9,2,5,5,0
7,2,19,4,0,9,4,15,3,4,2,9,8,15,15,10,6,19,16,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1,0,0,0,0,0,2,10,0,0,3,1,2,7,5,0,6,2
1,1,2,0,0,1,0,0,0,3,1,4,1,0,0,1,0,0,1,3
1,0,9,3,2,1,2,1,0,2,0,0,2,0,6,3,0,1,0,0
241,381,529,616,850,449,159,709,259,172,166,213,378,397,461,729,537,566,334,237
5,0,0,0,0,0,0,4,1,3,0,0,0,0,1,4,0,1,0,0
0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0
0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,2,0,0,0,0,0,3,0,0,0,3,1,2,0,4,1,0
6,9,2,22,25,0,1,10,3,34,4,13,15,6,2,8,3,7,24,3
7,10,38,10,11,27,10,14,13,16,9,2,13,50,28,33,5,10,7,2
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0
2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
3,5,10,0,5,1,0,2,0,0,0,1,2,2,5,5,1,2,5,2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,5,16,5,20,3,14,41,32,8,31,6,23,6,12,13,4,17,15,0
1,3,0,5,0,3,0,5,6,1,2,2,1,8,0,1,2,7,4,6
53,11,25,4,10,11,24,458,67,15,47,3,6,8,36,7,2,138,1,27
1,0,0,4,1,0,1,0,1,0,0,1,1,0,0,0,1,2,0,0
1,1,19,12,7,11,5,3,3,0,5,4,2,0,5,3,0,0,2,0
1,2,48,93,1,8,0,1,0,0,0,0,0,0,151,5,0,0,99,0
2,0,1,0,0,1,1,2,0,6,0,1,27,7,2,2,1,2,3,1
29,35,8,28,13,2,17,51,26,36,26,9,13,1,7,29,15,28,25,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
35,4,19,30,26,9,23,31,31,17,27,24,55,12,41,33,11,26,48,3
204,1217,259,284,470,47,91,484,35,183,242,1691,662,270,232,276,466,832,189,45
7,3,7,0,5,1,15,10,9,22,14,4,2,5,1,2,9,6,0,12
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,56,71,89,42,53,17,36,35,28,31,25,51,29,29,61,37,40,39,30
3,24,4,9,17,9,0,4,0,4,2,4,6,7,7,4,24,5,85,4
1,7,0,5,1,0,0,0,1,2,0,0,2,0,1,0,0,0,8,0
1,2,0,3,0,2,0,1,0,6,0,0,4,3,0,1,7,1,0,4
1,0,0,25,0,8,0,0,0,0,0,0,0,1,35,0,0,0,4,0
5,2,16,160,5,198,7,0,9,10,7,0,6,72,495,15,22,0,1,0
2,2,13,5,13,1,1,9,2,5,1,2,24,3,6,5,2,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,1,1,0
1,3,0,0,11,0,0,2,2,0,1,3,4,0,0,1,2,1,2,0
55,9,42,17,40,3,12,22,11,22,30,6,40,22,25,36,22,12,28,3
1,1,5,1,4,5,1,2,3,2,7,0,5,7,8,5,1,3,1,3
0,2,0,0,1929,0,3,2,0,0,3,2586,3062,16,0,0,0,1,5,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,2,0,0,0,9,1,1,0,0,1,0
191,309,339,287,301,193,156,289,165,198,198,254,264,344,243,392,260,285,426,243
16,8,174,5,5,12,7,40,13,13,5,3,2,0,1,4,8,23,8,15
21,7,20,12,23,1,12,121,16,71,4,8,18,3,7,5,9,32,233,4
2,1,3,10,6,2,1,4,4,2,0,2,1,0,0,1,3,1,1,0
57,25,3,2,5,0,99,126,58,1,93,3,6,12,13,0,5,65,8,0
111,101,43,20,13,20,747,604,392,333,336,11,36,24,21,13,72,1988,30,94
